MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"NGC  3270" "" "NGC  3270|ECO 8975|IRAS F10287+2507|IRAS 10287+2507|K73  423|LEDA   31059|2MASX J10312999+2452095|MCG+04-25-029|PSCz Q10287+2507|SDSS J103129.98+245210.0|SDSS J103129.97+245210.0|UGC  5711|UZC J103130.0+245210|Z 124-34|Z 1028.7+2507|[CHM2007] HDC  595 J103129.99+2452095|[CHM2007] LDC  743 J103129.99+2452095" "NGC 3270" "" "" "10 31 29.996" "+24 52 09.51" "Active Galaxy Nucleus" "" "" 0.0208460 ""
"NGC  3271" "" "NGC  3271|6dFGS gJ103026.5-352134|ESO 375-48|ESO-LV 375-0480|IC 2585|LEDA   30988|2MASX J10302648-3521343|MCG-06-23-044|SGC 102811-3506.1|1WGA J1030.4-3521|[CAC2009] S0636 b|[CHM2007] HDC  587 J103026.48-3521343|[CHM2007] LDC  729 J103026.48-3521343|[FS90] Antlia 224" "NGC 3271" "" "" "10 30 26.481" "-35 21 34.34" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0125440 11.729999542236328
"NGC  3272" "" "NGC  3272|LEDA   31115|2MASX J10321042+2828595|NPM1G +28.0171|SDSS J103210.37+282859.0" "NGC 3272" "" "" "10 32 10.426" "+28 28 59.56" Galaxy "" "" 0.0053300 ""
"NGC  3273" "" "NGC  3273|6dFGS gJ103029.2-353638|ESO 375-49|ESO-LV 375-0490|LEDA   30992|2MASX J10302915-3536383|MCG-06-23-045|SGC 102814-3521.2|[CHM2007] HDC  587 J103029.15-3536383|[CHM2007] LDC  729 J103029.15-3536383|[FS90] Antlia 226" "NGC 3273" "" "" "10 30 29.150" "-35 36 38.35" "Galaxy in Group of Galaxies" "" "" 0.0083840 12.930000305175781
"NGC  3274" "" "NGC  3274|BTS  19|IRAS 10294+2755|IRAS F10295+2755|LCSB L419|LEDA   31122|2MASX J10321728+2740075|2MASXI J1032167+274010|MCG+05-25-020|PSCz Q10294+2755|SDSS J103217.22+274007.7|SPB 143|UGC  5721|UZC J103217.1+274007|Was  13|Z 154-24|Z 1029.5+2756|[CHM2007] HDC  595 J103217.28+2740075|[CHM2007] LDC  743 J103217.28+2740075|[M98c] 102929.5+275540" "NGC 3274" "" "" "10 32 17.281" "+27 40 07.59" "Emission-line galaxy" "" "" 0.0017850 ""
"NGC  3275" "" "NGC  3275|AM 1028-362|6dFGS gJ103051.8-364413|ESO-LV 375-0500|ESO 375-50|LEDA   31014|2MASX J10305182-3644130|MCG-06-23-046|NVSS J103051-364418|SGC 102837-3628.8|[CHM2007] HDC  587 J103051.82-3644130|[CHM2007] LDC  729 J103051.82-3644130|[FS90] Antlia 244" "NGC 3275" "" "" "10 30 51.822" "-36 44 13.03" "Emission-line galaxy" "" "" 0.0106000 ""
"NGC  3276" "" "NGC  3276|6dFGS gJ103109.2-395641|ESO 317-40|ESO-LV 317-0400|LEDA   31031|2MASX J10310918-3956407|SGC 102857-3941.3|[CHM2007] HDC  586 J103109.18-3956407|[CHM2007] LDC  732 J103109.18-3956407" "NGC 3276" "" "" "10 31 09.185" "-39 56 40.72" "Galaxy in Group of Galaxies" "" "" 0.0157200 ""
"NGC  3277" "" "NGC  3277|FIRST J103255.3+283042|IRAS 10301+2846|IRAS F10301+2846|LEDA   31166|2MASX J10325545+2830422|MCG+05-25-022|PSCz Q10301+2846|SDSS J103255.44+283042.2|UGC  5731|UZC J103255.5+283042|Z 154-26|Z 1030.1+2847|[BEC2010] HRS   9|[CHM2007] HDC  585 J103255.45+2830422|[CHM2007] LDC  734 J103255.45+2830422" "NGC 3277" "" "" "10 32 55.459" "+28 30 42.22" "Seyfert 2 Galaxy" "" "" 0.0047300 11.680000305175781
"NGC  3278" "" "NGC  3278|6dFGS gJ103135.4-395717|ESO 317-43|ESO-LV 317-0430|IRAS 1029-396P13|IRAS 10293-3941|IRAS F10293-3941|LEDA   31068|2MASX J10313538-3957166|MCG-07-22-021|NVSS J103135-395714|PSCz Q10293-3941|SGC 102923-3941.9|[CHM2007] HDC  579 J103135.38-3957166|[CHM2007] LDC  725 J103135.38-3957166" "NGC 3278" "" "" "10 31 35.387" "-39 57 16.63" "Emission-line galaxy" "" "" 0.0099370 ""
"NGC  3279" "" "NGC  3279|ALFALFA 5-269|FGC 1100|IC  622|IRAS 10320+1127|IRAS F10320+1127|ISOSS J10347+1112|LEDA   31302|2MASX J10344279+1111500|MCG+02-27-027|2MFGC 8207|NFGS  58|PSCz Q10320+1127|RFGC 1830|SDSS J103442.80+111150.4|SDSS J103442.79+111150.5|UGC  5741|UZC J103442.8+111150|Z  65-59|Z 1032.0+1127|[CHM2007] LDC  778 J103442.79+1111500|[SLK2004] 592" "NGC 3279" "" "" "10 34 42.792" "+11 11 50.08" "Galaxy in Group of Galaxies" "" "" 0.0051200 ""
"NGC  3280" "" "NGC  3280|LCRS B103018.4-122235|LEDA   31158|MCG-02-27-006|NGC  3280A|NPM1G -12.0324" "NGC 3280" "" "" "10 32 46.38" "-12 38 04.5" Galaxy "" "" 0.0283200 ""
"NGC  3281" "" "NGC  3281|AM 1029-343|6dFGS gJ103152.1-345113|ESO 375-55|ESO-LV 375-0550|INTREF   418|IRAS 10295-3435|IRAS 10296-3436|IRAS F10295-3435|KAT7HI J103151-345117|LEDA   31090|2MASX J10315208-3451133|MCG-06-23-050|NVSS J103152-345113|PBC J1031.8-3451|PSCz Q10295-3435|SGC 102936-3435.8|SWIFT J1031.6-3450|SWIFT J1031.7-3451|SWIFT J1031.8-3451|WISEA J103152.08-345113.2|[CAC2009] S0636 a|[CHM2007] HDC  587 J103152.08-3451133|[CHM2007] LDC  729 J103152.08-3451133|[DML87] 634|[FS90] Antlia 300|[HB91] 1029-345|[KRL2007b] 89|[VDD93] 114|[VV2000c] J103152.1-345113|[VV2003c] J103152.1-345113|[VV2006c] J103152.1-345113|[VV2010c] J103152.1-345113|[VV98c] J103152.1-345113" "NGC 3281" "" "" "10 31 52.086" "-34 51 13.40" "Seyfert 2 Galaxy" "" "" 0.0107320 14.020000457763672
"NGC  3282" "" "NGC  3282|6dFGS gJ103221.9-221808|ESO 568-16|ESO-LV 568-0160|FLASH J103221.90-221808.2|LEDA   31129|2MASX J10322191-2218082|MCG-04-25-013|SGC 102959-2202.6" "NGC 3282" "" "" "10 32 21.910" "-22 18 08.28" Galaxy "" "" 0.0122640 ""
"NGC  3283" "" "NGC  3283|AM 1029-455|6dFGS gJ103111.6-461505|EQ 1029-459|ESO 263-48|ESO-LV 263-0480|IRAS 10290-4559|LEDA   31035|2MASX J10311160-4615043|PSCz Q10290-4559|SGC 102904-4559.6|[CHM2007] HDC  584 J103111.60-4615043|[CHM2007] LDC  725 J103111.60-4615043" "NGC 3283" "" "" "10 31 11.609" "-46 15 04.35" "Galaxy in Pair of Galaxies" "" "" 0.0094580 ""
"NGC  3285" "" "NGC  3285|AM 1031-271|6dFGS gJ103335.8-272716|ESO 501-15|ESO-LV 501-0150|FLASH J103336.11-272713.7|IRAS 10312-2711|IRAS F10312-2711|LEDA   31217|2MASX J10333582-2727160|MCG-04-25-019|SGC 103115-2711.8|[CHM2007] HDC  596 J103335.82-2727160|[CHM2007] LDC  729 J103335.82-2727160|[CZ2003]  1060A-494  33|[R89b] 116|[RMH82]  6" "NGC 3285" "" "" "10 33 35.823" "-27 27 16.02" "Galaxy in Group of Galaxies" "" "" 0.0113810 12.079999923706055
"NGC  3286" "" "NGC  3286|FIRST J103621.2+583712|KPG 239a|LEDA   31433|2MASX J10362128+5837124|MCG+10-15-112|NVSS J103621+583712|RX J1036.3+5837|SDSS J103621.24+583712.6|SDSS J103621.24+583712.9|UZC J103621.3+583713|Z 290-56|Z 1033.1+5853|[T76]  17A" "NGC 3286" "" "" "10 36 21.284" "+58 37 12.48" "Radio Galaxy" "" "" 0.0272300 13.670000076293945
"NGC  3287" "" "NGC  3287|ESDO 568-01|IRAS 10320+2154|LEDA   31311|2MASX J10344730+2138539|MCG+04-25-032|PSCz Q10320+2154|SDSS J103447.29+213853.7|UGC  5742|UZC J103447.3+213852|Z 1032.0+2155|Z 124-38|[BEC2010] HRS  11|[CHM2007] LDC  724 J103447.30+2138539|[M98c] 103204.1+215433" "NGC 3287" "" "" "10 34 47.307" "+21 38 53.99" "HII Galaxy" "" "" 0.0043530 ""
"NGC  3288" "" "NGC  3288|IRAS F10332+5849|KPG 239b|LEDA   31446|2MASX J10362571+5833224|MCG+10-15-114|SDSS J103625.67+583322.6|SDSS J103625.67+583322.3|UGC  5752|UZC J103625.8+583323|Z 290-57|Z 1033.2+5849|[T76]  17B|[XDC2010] LCK-641925" "NGC 3288" "" "" "10 36 25.719" "+58 33 22.42" "Galaxy in Pair of Galaxies" "" "" 0.0271900 13.989999771118164
"NGC  3289" "" "NGC  3289|6dFGS gJ103407.4-351924|ESO 375-65|ESO-LV 375-0650|LEDA   31253|2MASX J10340744-3519243|MCG-06-23-054|RR95 187b|SGC 103151-3503.9|[CHM2007] HDC  587 J103407.44-3519243|[CHM2007] LDC  729 J103407.44-3519243|[FS90] Antlia 343" "NGC 3289" "" "" "10 34 07.441" "-35 19 24.40" "Galaxy in Group of Galaxies" "" "" 0.0092290 14.130000114440918
"NGC  3290" "" "NGC  3290|APG  53|6dFGS gJ103517.4-171636|FLASH J103517.23-171637.9|IRAS 10328-1701|IRAS F10328-1700|LEDA   31346|2MASX J10351742-1716364|MCG-03-27-020|NVSS J103517-171635|PSCz Q10328-1701|SGC 103251-1701.0" "NGC 3290" "" "" "10 35 17.428" "-17 16 36.41" "Emission-line galaxy" "" "" 0.0353380 ""
"NGC  3292" "" "NGC  3292|2dFGRS TGN101Z334|6dFGS gJ103534.4-061047|GSC 04918-00575|LCRS B103303.4-055513|2MASX J10353442-0610467|MCG-01-27-023" "NGC 3292" "" "" "10 35 34.420" "-06 10 46.73" Galaxy "" "" 0.0075270 ""
"NGC  3293" "" "NGC  3293|BRAN 316C|C 1033-579|Cl Collinder  224|Cl Melotte  100|Cl VDBH   98|GUM 30|OCl  816.0|Raab  85|RCW  51|[KPR2004b] 253|[KPS2012] MWSC 1826" "NGC 3293" "" "" "10 35 49" "-58 13.8" "Open (galactic) Cluster" "" "" -0.0000410 4.699999809265137
"NGC  3294" "" "NGC  3294|IRAS F10333+3735|IRAS 10333+3734|KUG 1033+375|LEDA   31428|2MASX J10361626+3719285|MCG+06-23-021|PSCz Q10333+3734|QDOT B1033236+373458|SDSS J103616.24+371928.8|UGC  5753|UZC J103616.4+371929|Z 183-30|Z 1033.3+3735|[BEC2010] HRS  13|[M98c] 103323.7+373501" "NGC 3294" "" "" "10 36 16.267" "+37 19 28.52" Galaxy "" "" 0.0052300 ""
"NGC  3296" "" "NGC  3296|6dFGS gJ103245.4-124302|GSC 05497-00522|IC  618|LEDA   31155|2MASX J10324540-1243018|NPM1G -12.0322|[CHM2007] HDC  590 J103245.40-1243018|[CHM2007] LDC  737 J103245.40-1243018" "NGC 3296" "" "" "10 32 45.407" "-12 43 01.85" "Galaxy in Group of Galaxies" "" "" 0.0296910 ""
"NGC  3297" "" "NGC  3297|6dFGS gJ103311.7-124018|GSC 05498-00172|LEDA   31189|2MASX J10331172-1240186|NPM1G -12.0326|[CHM2007] HDC  590 J103311.72-1240186|[CHM2007] LDC  737 J103311.72-1240186" "NGC 3297" "" "" "10 33 11.726" "-12 40 18.63" "Galaxy in Group of Galaxies" "" "" 0.0306810 ""
"NGC  3298" "" "NGC  3298|LEDA   31529|2MASX J10371222+5007143|MCG+08-19-043|SDSS J103712.28+500714.0|UZC J103712.3+500714|Z 240-65|Z 241-1|Z 1034.2+5022" "NGC 3298" "" "" "10 37 12.228" "+50 07 14.32" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0450700 ""
"NGC  3299" "" "NGC  3299|K79 30A|LCSB L423|LEDA   31442|2MASXI J1036237+124226|MCG+02-27-029|SDSS J103623.86+124227.1|TC 529|UGC  5761|UZC J103623.9+124226|Z  65-64|Z 1033.8+1257|[HDL96]  65  20|[MI94] Sm  54" "NGC 3299" "" "" "10 36 23.861" "+12 42 27.10" "Galaxy in Group of Galaxies" "" "" 0.0020980 ""
"NGC  3300" "" "NGC  3300|ECO 9161|LEDA   31472|2MASX J10363843+1410175|MCG+02-27-030|SDSS J103638.44+141015.9|UGC  5766|UZC J103638.5+141016|Z 1034.0+1426|Z  65-66|[CHM2007] HDC  594 J103638.43+1410175|[CHM2007] LDC  740 J103638.43+1410175|[HDL96]  65  22" "NGC 3300" "" "" "10 36 38.434" "+14 10 17.55" "Galaxy in Group of Galaxies" "" "" 0.0101540 ""
"NGC  3302" "" "NGC  3302|AM 1033-320|6dFGS gJ103547.4-322131|ESO 437-7|ESO-LV 437-0070|LEDA   31391|2MASX J10354741-3221307|MCG-05-25-020|SGC 103329-3206.0" "NGC 3302" "" "" "10 35 47.417" "-32 21 30.76" Galaxy "" "" 0.0132630 ""
"NGC  3303" "" "NGC  3303|APG 192|ECO 9184|KPG 240|LEDA   31508|2MASX J10370009+1808088|MCG+03-27-066|UGC  5773|UZC J103700.1+180809|VV   71|Z  94-96|Z 1034.4+1824|[VV2000c] J103700.1+180808|[VV2003c] J103700.1+180808|[VV2006c] J103700.1+180808|[VV2010c] J103700.1+180808|[VV98c] J103659.6+180813" "NGC 3303" "" "" "10 37 00.091" "+18 08 08.81" "LINER-type Active Galaxy Nucleus" "" "" 0.0207070 ""
"NGC  3304" "" "NGC  3304|ECO 9250|FIRST J103737.9+372720|IRAS F10347+3742|LEDA   31572|2MASX J10373786+3727204|MCG+06-23-026|NPM1G +37.0276|SDSS J103737.90+372720.2|UGC  5777|UZC J103738.0+372721|Z 183-32|Z 184-1|Z 1034.7+3743|[CHM2007] LDC  750 J103737.86+3727204" "NGC 3304" "" "" "10 37 37.866" "+37 27 20.47" "LINER-type Active Galaxy Nucleus" "" "" 0.0232000 ""
"NGC  3305" "" "NGC  3305|6dFGS gJ103611.8-270944|ESO 501-30|ESO-LV 501-0300|FLASH J103612.30-270942.2|LEDA   31421|2MASX J10361183-2709439|MCG-04-25-031|SGC 103351-2654.2|[CHM2007] HDC  596 J103611.83-2709439|[CHM2007] LDC  729 J103611.83-2709439|[CZ2003]  1060B-494   3|[FWB89] Galaxy 486|[QMP97] ACO 1060 18|[R89b] 218|[RMH82] 73|[S96b] ACO  1060  11" "NGC 3305" "" "" "10 36 11.832" "-27 09 43.98" "Galaxy in Group of Galaxies" "" "" 0.0133490 12.779999732971191
"NGC  3306" "" "NGC  3306|ECO 9206|IRAS F10345+1254|IRAS 10345+1254|K79 30C|LEDA   31528|2MASX J10371021+1239087|MCG+02-27-032|PSCz Q10345+1254|QDOT B1034309+125443|SDSS J103710.21+123909.2|UGC  5774|UZC J103710.2+123909|Z  65-68|Z 1034.5+1254|[CHM2007] LDC  740 J103710.21+1239087|[HDL96]  65  24|[M98c] 103431.2+125448" "NGC 3306" "" "" "10 37 10.214" "+12 39 08.74" "Galaxy in Group of Galaxies" "" "" 0.0099500 ""
"NGC  3307" "" "NGC  3307|6dFGS gJ103617.2-273147|ESO 501-31|ESO-LV 501-0310|FLASH J103617.69-273146.1|LEDA   31430|2MASX J10361718-2731469|MCG-04-25-029|NFP J103617.2-273147|SGC 103356-2716.2|[CZ2003]  1060A-494  11|[QMP97] ACO 1060 27|[R89b] 224|[RMH82] 27|[S96b] ACO  1060  16" "NGC 3307" "" "" "10 36 17.186" "-27 31 46.97" "Galaxy in Cluster of Galaxies" "" "" 0.0126500 14.479999542236328
"NGC  3308" "" "NGC  3308|6dFGS gJ103622.4-272617|ESO 501-34|ESO-LV 501-0340|FLASH J103622.90-272615.8|HCC 3|LEDA   31438|2MASX J10362237-2726172|MCG-04-25-032|NFP J103622.4-272618|SGC 103401-2710.7|XMMU J103622.5-272618|[CHM2007] HDC  596 J103622.37-2726172|[CHM2007] LDC  729 J103622.37-2726172|[CZ2003]  1060A-494  96|[FWB89] Galaxy 199|[QMP97] ACO 1060 25|[R89b] 234|[RMH82] 74|[S96b] ACO  1060  21" "NGC 3308" "" "" "10 36 22.372" "-27 26 17.20" "Galaxy in Group of Galaxies" "" "" 0.0118600 12.359999656677246
"NGC  3309" "" "NGC  3309|6dFGS gJ103635.7-273106|ESO 501-36|ESO-LV 501-0360|FLASH J103636.21-273059.6|HCC 2|LEDA   31466|2MASX J10363565-2731063|MCG-04-25-034|NFP J103635.7-273106|NVSS J103635-273104|SGC 103415-2715.5|XMMU J103635.9-273106|[CHM2007] HDC  596 J103635.65-2731063|[CHM2007] LDC  729 J103635.65-2731063|[CZ2003]  1060A-494 103|[FWB89] Galaxy 200|[L84] A1060-G1|[LO95] 1034-272|[OWG93] ACO 1060-B|[QR95] 103415.0-271530|[R89b] 256|[RMH82] 78|[S96b] ACO  1060  35|[ZBO89] ACO 1060-1" "NGC 3309" "" "" "10 36 35.651" "-27 31 06.35" "Galaxy in Group of Galaxies" "" "" 0.0136300 11.779999732971191
"NGC  3310" "" "NGC  3310|APG 217|1AXG J103846+5330|BWE 1035+5345|7C 103540.20+534547.00|2E 1035.6+5346|2E  2301|GB6 B1035+5345|87GB 103538.6+534553|IRAS 10356+5345|IRAS F10356+5345|JCMTSE J103846.4+533014|JCMTSF J103846.4+533014|LEDA   31650|2MASX J10384585+5330118|2MASXI J1038449+533005|MCG+09-18-008|MY 103539.9+533008.8|NVSS J103845+533011|PRC D-15|PSCz Q10356+5345|RGB J1038.8+5330|RX J1038.7+5330|1RXS J103846.7+533002|SDSS J103845.85+533012.1|SDSS J103845.86+533012.2|UGC  5786|UZC J103845.9+533011|VLSS J1038.7+5330|VV  406|VV  356|WB 1035+5345|WN B1035.6+5345|Z 1035.7+5345|Z 267-4|[CAB95] IRAS F10356+5345|[CHM2007] LDC  867 J103845.96+5330050|[DML87] 635|[LM2005] NGC 3310 ULX1|[M98c] 103540.3+534545|[NKB95] N3310|[RW2000] NGC  3310 X-1|[VDD93] 115|[VV2000c] J103845.8+533012|[VV2003c] J103845.8+533012|[VV2006c] J103845.8+533012|[VV2010c] J103845.8+533012|[VV98c] J103845.9+533012|[ZEH2003] RX J1038.7+5330  1" "NGC 3310" "" "" "10 38 45.857" "+53 30 11.89" "Active Galaxy Nucleus" "" "" 0.0033660 12.149999618530273
"NGC  3311" "" "NGC  3311|6dFGS gJ103642.8-273140|ESO 501-38|ESO-LV 501-0380|FLASH J103643.27-273141.1|GALEX J103642.6-273137|HCC 1|LEDA   31478|2MASX J10364282-2731420|MCG-04-25-036|RadSCG ACO  1060.1b|SGC 103422-2716.1|XMMU J103643.0-273142|[CHM2007] HDC  596 J103642.82-2731420|[CHM2007] LDC  729 J103642.82-2731420|[CZ2003]  1060C-494 104|[FD77] ACO  1060  2|[FWB89] Galaxy 201|[LPS2014] 159.1773-27.5286|[LVL2003] J103643.08-273136.0|[PL95] J103642.56-273142.9|[QR95] 103422.0-271606|[R89b] 269|[RMH82] 36" "NGC 3311" "" "" "10 36 42.821" "-27 31 42.02" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0129530 10.930000305175781
"NGC  3312" "" "NGC  3312|6dFGS gJ103702.5-273354|ESO 501-43|ESO-LV 501-0430|FLASH J103702.31-273353.6|IC  629|IRAS 10346-2718|IRAS F10346-2718|LEDA   31513|2MASX J10370254-2733541|MCG-04-25-039|PSCz Q10346-2718|SGC 103441-2718.3|XMMU J103702.7-273354|[CHM2007] HDC  596 J103702.54-2733541|[CHM2007] LDC  729 J103702.54-2733541|[CZ2003]  1060A-494  68|[LO95] 1034-273|[M98c] 103441.0-271818|[OWG93] ACO 1060-C|[R89b] 299|[RMH82] 81|[VV2000c] J103702.5-273356|[VV2003c] J103702.5-273356|[VV2006c] J103702.5-273356|[VV2010c] J103702.5-273356|[VV98c] J103702.5-273356|[ZBO89] ACO 1060-2" "NGC 3312" "" "" "10 37 02.549" "-27 33 54.17" "LINER-type Active Galaxy Nucleus" "" "" 0.0094730 13.960000038146973
"NGC  3313" "" "NGC  3313|AM 1035-250|6dFGS gJ103725.5-251910|ESO 501-50|ESO-LV 501-0500|FLASH J103725.51-251906.1|HIPASS J1037-25|IRAS 10350-2503|IRAS F10350-2503|LEDA   31551|2MASX J10372544-2519101|MCG-04-25-044|NVSS J103727-251913|PSCz Q10350-2503|SGC 103503-2503.5|Tol 1035-250|UGCA 213|[CHM2007] LDC  729 J103725.44-2519101|[R89b] 326" "NGC 3313" "" "" "10 37 25.441" "-25 19 10.15" "Emission-line galaxy" "" "" 0.0124420 ""
"NGC  3314" "" "NGC  3314|AM 1034-272|6dFGS gJ103712.9-274102|ESO 501-46|ESO-LV 501-0460|IRAS 10348-2725|IRAS F10348-2725|2MASX J10371285-2741021|MCG-04-25-041|NVSS J103712-274103|PRC D-48|PSCz Q10348-2725|SGC 103452-2725.5|XMMU J103712.8-274102|[CHM2007] HDC  596 J103712.85-2741021|[CHM2007] LDC  729 J103712.85-2741021|[CZ2003]  1060A-494  70|[LO95] 1034-274|[OWG93] ACO 1060-D|[RMH82] 82|[S96b] ACO  1060  62|[ZBO89] ACO 1060-3" "NGC 3314" "" "" "10 37 12.854" "-27 41 02.18" "Emission-line galaxy" "" "" 0.0093230 13.109999656677246
"NGC  3315" "" "NGC  3315|6dFGS gJ103719.2-271132|ESO 501-48|ESO-LV 501-0480|FLASH J103719.53-271129.9|IRAS F10349-2655|LEDA   31540|MCG-04-25-042|SGC 103458-2655.9|[CZ2003]  1060A-494  78|[QMP97] ACO 1060 11|[R89b] 317|[RMH82] 84|[S96b] ACO  1060  64" "NGC 3315" "" "" "10 37 18.9" "-27 11 29" "Galaxy in Cluster of Galaxies" "" "" 0.0126500 ""
"NGC  3316" "" "NGC  3316|6dFGS gJ103737.3-273539|ESO 501-54|ESO-LV 501-0540|FLASH J103737.80-273534.3|HCC 4|LEDA   31571|2MASX J10373729-2735384|MCG-04-25-046|NFP J103737.3-273539|SGC 103516-2720.0|[CHM2007] HDC  596 J103737.29-2735384|[CHM2007] LDC  729 J103737.29-2735384|[CZ2003]  1060B-494  69|[R89b] 336|[RMH82] 47|[S96b] ACO  1060  68" "NGC 3316" "" "" "10 37 37.291" "-27 35 38.47" "Galaxy in Group of Galaxies" "" "" 0.0132400 13.029999732971191
"NGC  3318" "" "NGC  3318|AGC  27358|AM 1035-412|6dFGS gJ103715.5-413739|ESO 317-52|ESO-LV 317-0520|HIPASS J1037-41|IRAS 10350-4122|IRAS F10350-4121|LEDA   31373|LEDA   31533|2MASX J10371552-4137395|MCG-07-22-026|PSCz Q10350-4122|SGC 103503-4122.1" "NGC 3318" "" "" "10 37 15.527" "-41 37 39.52" Galaxy "" "" 0.0093840 11.970000267028809
"NGC  3319" "" "NGC  3319|IRAS 10361+4156|K73  428|KUG 1036+419|LEDA   31671|2MASX J10390953+4141127|MCG+07-22-036|2MFGC 8284|SDSS J103909.45+414112.0|TC 723|UGC  5789|UZC J103909.5+414114|2XMM J103909.4+414112|Z 212-33|Z 1036.2+4157|[CHM2007] LDC  743 J103909.53+4141127|[M98c] 103615.2+415656|[VDD93] 116" "NGC 3319" "" "" "10 39 09.533" "+41 41 12.74" "Seyfert Galaxy" "" "" 0.0024200 11.069999694824219
"NGC  3320" "" "NGC  3320|IRAS F10366+4739|IRAS 10366+4739|LEDA   31708|2MASX J10393652+4723526|MCG+08-20-010|PSCz Q10366+4739|QDOT B1036370+473931|SDSS J103936.50+472352.4|UGC  5794|UZC J103936.6+472353|Z 241-5|Z 1036.6+4739" "NGC 3320" "" "" "10 39 36.522" "+47 23 52.67" "Galaxy in Group of Galaxies" "" "" 0.0075900 ""
"NGC  3321" "" "NGC  3321|AGC 500163|6dFGS gJ103850.6-113856|GSC 05495-01368|HIPASS J1038-11|IRAS 10363-1123|IRAS F10363-1123|LEDA   31653|2MASX J10385055-1138560|MCG-02-27-010|NGC  3322|UGCA 214|[NLB95] f711g002" "NGC 3321" "" "" "10 38 50.552" "-11 38 56.04" Galaxy "" "" 0.0083270 ""
"NGC  3323" "" "NGC  3323|ADBS J103937+2519|ECO 9361|IRAS F10369+2535|IRAS 10368+2535|LEDA   31712|2MASX J10393902+2519214|MCG+04-25-036|NVSS J103939+251920|PSCz Q10368+2535|SDSS J103939.03+251921.8|UGC  5800|UZC J103939.0+251921|Z 124-49|Z 1036.9+2535|[RS2000] 141" "NGC 3323" "" "" "10 39 39.024" "+25 19 21.41" "Emission-line galaxy" "" "" 0.0173300 ""
"NGC  3324" "" "NGC  3324|C 1035-583|OCl  819.0|OCl  819|[KPR2004b] 254|[KPS2012] MWSC 1830" "NGC 3324" "" "" "10 37 20" "-58 38.5" "Open (galactic) Cluster" "" "" -0.0000130 6.699999809265137
"NGC  3325" "" "NGC  3325|2dFGRS TGN362Z238|6dFGS gJ103920.5-001201|ECO 9339|GNB  2|LEDA   31689|2MASX J10392046-0012010|MCG+00-27-036|MGC 10228|NPM1G +00.0308|SDSS J103920.45-001200.9|UGC  5795|UZC J103920.4-001202|Z   9-93|Z 1036.7+0003|[NLB95] f855g009" "NGC 3325" "" "" "10 39 20.460" "-00 12 01.03" "Galaxy in Group of Galaxies" "" "" 0.0188030 13.0
"NGC  3326" "" "NGC  3326|Ark 251|FIRST J103931.8+050627|LEDA   31701|2MASX J10393183+0506266|MCG+01-27-025|Mrk 1260|NFGS  64|NVSS J103932+050625|SDSS J103931.86+050627.3|UGC  5799|UZC J103931.9+050627|Z  37-104|Z 1036.9+0522|[CHM2007] LDC  746 J103931.83+0506266|[QR95] 103655.6+052207" "NGC 3326" "" "" "10 39 31.835" "+05 06 26.69" "Radio Galaxy" "" "" 0.0271900 ""
"NGC  3327" "" "NGC  3327|ECO 9383|IRAS F10372+2420|LEDA   31729|2MASX J10395794+2405284|MCG+04-25-038|SDSS J103957.93+240528.5|SDSS J103957.93+240528.4|UGC  5803|UZC J103957.9+240529|Z 124-51|Z 1037.2+2421" "NGC 3327" "" "" "10 39 57.949" "+24 05 28.46" "Emission-line galaxy" "" "" 0.0210300 ""
"NGC  3329" "" "NGC  3329|IRAS F10404+7704|IRAS 10405+7704|LEDA   32059|2MASX J10443936+7648337|MCG+13-08-033|NGC  3397|PSCz Q10405+7704|UGC  5837|UZC J104439.4+764835|Z 351-34|Z 1040.4+7705" "NGC 3329" "" "" "10 44 39.368" "+76 48 33.79" "Interacting Galaxies" "" "" 0.0062110 ""
"NGC  3330" "" "NGC  3330|C 1036-538|Cl Harvard    4|Cl VDBH  100|[KPR2004b] 256|[KPS2012] MWSC 1835" "NGC 3330" "" "" "10 38.8" "-54 07" "Open (galactic) Cluster" "" "" 0.0230270 7.400000095367432
"NGC  3331" "" "NGC  3331|6dFGS gJ104008.9-234913|ESO 501-72|ESO-LV 501-0720|FLASH J104009.12-234910.6|IRAS 10377-2333|IRAS F10377-2333|LEDA   31743|2MASX J10400892-2349132|MCG-04-25-056|NVSS J104008-234914|PSCz Q10377-2333|QDOT B1037458-233338|SGC 103745-2333.6|[CHM2007] LDC  729 J104008.92-2349132" "NGC 3331" "" "" "10 40 08.925" "-23 49 13.26" "Emission-line galaxy" "" "" 0.0121450 ""
"NGC  3332" "" "NGC  3332|ALFALFA 5-296|ECO 9394|FIRST J104028.3+091057|GB6 B1037+0926|LEDA   31768|2MASX J10402834+0910568|MCG+02-27-038|NVSS J104028+091057|SDSS J104028.37+091057.1|UGC  5807|UZC J104028.4+091058|2XMM J104028.3+091057|Z  65-80|Z 1037.8+0927|[DC78] UGC  5807" "NGC 3332" "" "" "10 40 28.348" "+09 10 56.83" "Radio Galaxy" "" "" 0.0194600 ""
