MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"NGC  3208" "" "NGC  3208|AGC  27037|AM 1017-253|6dFGS gJ101941.3-254853|ESO 500-25|ESO-LV 500-0250|FLASH J101941.22-254843.9|HIPASS J1019-25|IRAS 10173-2533|IRAS F10173-2533|LEDA   30180|2MASX J10194128-2548532|MCG-04-25-003|NVSS J101941-254853|PSCz Q10173-2533|SGC 101721-2533.7" "NGC 3208" "" "" "10 19 41.283" "-25 48 53.22" "Emission-line galaxy" "" "" 0.0100940 ""
"NGC  3209" "" "NGC  3209|ECO 8268|LEDA   30242|2MASX J10203840+2530177|MCG+04-25-002|UGC  5584|UZC J102038.5+253018|Z 124-3|Z 1017.8+2545|[CHM2007] HDC  574 J102038.40+2530177|[CHM2007] LDC  721 J102038.40+2530177" "NGC 3209" "" "" "10 20 38.405" "+25 30 17.78" "Galaxy in Group of Galaxies" "" "" 0.0206110 ""
"NGC  3211" "" "NGC  3211|AM 1016-622|CSI-62-10162|ESO 127-15|GCRV  6493|GSC2 S111300079793|GSC 08960-01688|HD  89516|Hen 2-46|IRAS 10162-6225|2MASX J10175054-6240121|PK 286-04  1|PN G286.3-04.8|PN VV   56|PN ARO  512|PN Sa  2-59|PN VV'   97|WEB  9254|WRAY 16-70" "NGC 3211" "" "HD 89516" "10 17 50.544" "-62 40 12.10" "Planetary Nebula" "" "" -0.0000530 11.5
"NGC  3212" "" "NGC  3212|KPG 237a|LEDA   30813|2MASX J10281670+7949240|MCG+13-08-021|NPM1G +80.0059|UGC  5643|UZC J102816.5+794924|VV  319b|Z 1023.0+8003|Z 350-54|Z 351-23" "NGC 3212" "" "" "10 28 16.707" "+79 49 24.03" "Galaxy in Pair of Galaxies" "" "" 0.0326800 ""
"NGC  3213" "" "NGC  3213|IRAS F10185+1953|LEDA   30283|LJHY  91|2MASX J10211731+1939060|MCG+03-27-004|NFGS  56|SDSS J102117.34+193906.3|UGC  5590|UZC J102117.3+193907|Z  94-8|Z 1018.6+1953|[CHM2007] HDC  577 J102117.31+1939060|[CHM2007] LDC  724 J102117.31+1939060" "NGC 3213" "" "" "10 21 17.311" "+19 39 06.05" "Galaxy in Group of Galaxies" "" "" 0.0046600 ""
"NGC  3214" "" "NGC  3214|LEDA   30419|2MASX J10230877+5702204|MCG+10-15-071|UZC J102308.9+570221|Z 290-32|Z 1019.8+5718" "NGC 3214" "" "" "10 23 08.778" "+57 02 20.49" Galaxy "" "" 0.0258200 ""
"NGC  3215" "" "NGC  3215|KPG 237b|LEDA   30840|2MASX J10284047+7948470|MCG+13-08-022|UGC  5659|UZC J102840.6+794847|VV  319a|Z 1024.0+8002|Z 350-55|Z 351-24" "NGC 3215" "" "" "10 28 40.477" "+79 48 47.09" "Galaxy in Pair of Galaxies" "" "" 0.0315820 ""
"NGC  3216" "" "NGC  3216|FIRST J102141.2+235523|LEDA   30312|2MASX J10214125+2355224|MCG+04-25-007|RBS   858|RX J1021.7+2355|RX J1021.6+2355|1RXS J102141.4+235546|SDSS J102141.22+235523.0|UGC  5593|UZC J102141.2+235522|Z 124-8|Z 1018.9+2410|[ZEH2003] RX J1021.6+2355  1" "NGC 3216" "" "" "10 21 41.257" "+23 55 22.46" Galaxy "" "" 0.0392200 ""
"NGC  3219" "" "NGC  3219|CXO J102237.3+383444|FIRST J102237.4+383445|LEDA   30383|2MASX J10223745+3834447|MCG+07-21-051|NPM1G +38.0194|SDSS J102237.41+383444.9|SDSS J102237.40+383444.9|UZC J102237.4+383446|WINGS J102237.40+383445.0|Z 211-49|Z 1019.7+3850" "NGC 3219" "" "" "10 22 37.452" "+38 34 44.72" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0517500 ""
"NGC  3220" "" "NGC  3220|LEDA   30462|2MASX J10234426+5701375|MCG+10-15-073|SDSS J102344.65+570136.8|UGC  5614|UZC J102344.7+570137|Z 290-34|Z 1020.4+5717|[M98c] 102028.6+571650" "NGC 3220" "" "" "10 23 44.264" "+57 01 37.60" "Galaxy in Pair of Galaxies" "" "" 0.0039690 ""
"NGC  3221" "" "NGC  3221|BWE 1019+2150|ECO 8401|GB6 B1019+2149|87GB 101934.7+215007|HIPASS J1022+21|IRAS 10195+2149|IRAS F10196+2149|LEDA   30358|2MASX J10221998+2134105|MCG+04-25-013|2MFGC 8031|NVSS J102220+213412|PSCz Q10195+2149|SDSS J102220.07+213410.6|UGC  5601|UZC J102220.2+213407|Z 124-17|Z 1019.6+2150|[CAB95] IRAS F10196+2149|[DC78] UGC  5601" "NGC 3221" "" "" "10 22 19.988" "+21 34 10.56" Galaxy "" "" 0.0137600 ""
"NGC  3222" "" "NGC  3222|ECO 8445|LEDA   30377|2MASS J10223446+1953140|2MASXI J1022344+195313|MCG+03-27-011|SDSS J102234.48+195314.2|SDSS J102234.48+195314.1|UGC  5610|UZC J102234.5+195313|2XMM J102234.5+195315|2XMMi J102234.5+195315|Z  94-18|Z 1019.9+2007|[BMR2009] 2|[GCP2006] A111" "NGC 3222" "" "" "10 22 34.47" "+19 53 14.0" Galaxy "" "" 0.0186130 ""
"NGC  3223" "" "NGC  3223|AGC  27067|6dFGS gJ102135.1-341601|ESO 375-12|ESO-LV 375-0120|HIPASS J1021-34|IC 2571|IRAS 10193-3400|IRAS F10193-3400|LEDA   30308|2MASX J10213507-3416004|MCG-06-23-023|NVSS J102134-341557|PSCz Q10193-3400|SGC 101921-3400.8|[CHM2007] LDC  729 J102135.07-3416004" "NGC 3223" "" "" "10 21 35.076" "-34 16 00.44" "Emission-line galaxy" "" "" 0.0097040 10.819999694824219
"NGC  3224" "" "NGC  3224|6dFGS gJ102141.2-344148|ESO 375-13|ESO-LV 375-0130|LEDA   30314|2MASX J10214118-3441484|MCG-06-23-024|SGC 101927-3426.6|[CHM2007] LDC  729 J102141.18-3441484|[FWB89] Galaxy 191" "NGC 3224" "" "" "10 21 41.184" "-34 41 48.47" "Galaxy in Group of Galaxies" "" "" 0.0101200 ""
"NGC  3225" "" "NGC  3225|IRAS F10218+5824|IRAS 10218+5824|LEDA   30569|2MASX J10250992+5809000|MCG+10-15-077|PSCz Q10218+5824|SDSS J102509.88+580859.9|TC 526|UGC  5631|UZC J102510.0+580900|Z 290-37|Z 1021.8+5825" "NGC 3225" "" "" "10 25 09.928" "+58 09 00.08" "Emission-line galaxy" "" "" 0.0071120 ""
"NGC  3226" "" "NGC  3226|APG  94|KPG 234a|LEDA   30440|2MASX J10232701+1953543|MCG+03-27-015|SDSS J102326.99+195354.7|SDSS J102326.99+195354.6|UGC  5617|UZC J102326.9+195354|VV  209b|2XMM J102326.9+195354|Z  94-26|Z 1020.7+2008|[BEC2010] HRS   3|[CHM2007] HDC  577 J102327.01+1953543|[CHM2007] LDC  724 J102327.01+1953543|[FWB89] Galaxy 192|[HU2001] J102327.0+195354|[LB2005] NGC  3226 X1|[M98c] 102043.5+200907|[SMM2006b] J102327.01+195354.8|[T76]  16A|[VV2000c] J102327.0+195354|[VV2003c] J102327.0+195354|[VV2006c] J102327.0+195354|[VV2010c] J102327.0+195354|[VV98c] J102327.0+195354" "NGC 3226" "" "" "10 23 27.012" "+19 53 54.38" "LINER-type Active Galaxy Nucleus" "" "" 0.0042300 13.329999923706055
"NGC  3227" "" "NGC  3227|1A 1021+198|3A 1021+203|AKARI-IRC-V1 J1023305+195154|APG  94B|1AXG J102330+1951|BWE 1020+2007|2E  2275|2E 1020.7+2007|1ES 1020+20.1|FIRST J102330.5+195154|GB6 B1020+2007|87GB 102046.4+200729|1H 1017+202|H 1019+203|INTREF   412|IRAS F10207+2007|IRAS 1020+201P15|IRAS 10207+2007|KPG 234b|LEDA   30445|LJHY  93|2MASS J10233057+1951542|2MASX J10233060+1951538|2MAXI J1023+199|MAXI J1023+197|MCG+03-27-016|NVSS J102330+195154|PBC J1023.5+1951|PSCz Q10207+2007|1RXP J102330.2+195150|RX J1023.5+1952|RX J1023.5+1951|1RXS J102331.5+195143|SDSS J102330.57+195154.3|SDSS J102330.58+195154.5|SWIFT J1023.5+1952|SWIFT J1023.5+1951|TC 719|UGC  5620|UZC J102330.6+195155|VV  209|VV  209a|WISE J102330.58+195154.4|2XMM J102330.5+195153|XMMSL1 J102330.4+195157|XSS J10231+1950|Z  94-28|Z 1020.8+2006|[BEC2010] HRS   4|[BGP2012] NGC 3227 C|[CAB95] IRAS F10207+2007|[CHM2007] HDC  577 J102330.60+1951538|[CHM2007] LDC  724 J102330.60+1951538|[DC78] UGC  5620|[DML87] 633|[HB91] 1020+201|[KRL2007b] 87|[LB2005] NGC  3227 X1|[M98c] 102047.6+200700|[NKB95] N3227|[RW2000] NGC  3227 X-1|[SMM2006b] J102330.58+195154.5|[T76]  16B|[VDD93] 111|[VV2000c] J102330.6+195156|[VV2003c] J102330.6+195156|[VV2006c] J102330.6+195156|[VV2010c] J102330.6+195156|[VV98c] J102330.6+195156|[WTW94] 1020+201|[ZEH2003] RX J1023.5+1951  1|AAVSO 1018+20" "NGC 3227" "" "" "10 23 30.57" "+19 51 54.3" "Seyfert 1 Galaxy" "" "" 0.0036500 11.789999961853027
"NGC  3228" "" "NGC  3228|C 1019-514|Cl VDBH   93|OCl  800|[KPR2004b] 241|[KPS2012] MWSC 1794" "NGC 3228" "" "" "10 21 22" "-51 43.7" "Open (galactic) Cluster" "" "" -0.0000750 6.0
"NGC  3229" "" "NGC  3229|2dFGRS TGN358Z160|ECO 8379|IRAS F10192+0033|IRAS 10192+0032|LEDA   30331|2MASX J10215319+0017432|SDSS J102153.20+001743.3|UZC J102153.1+001743|Z   9-8|Z 1019.3+0033" "NGC 3229" "" "" "10 21 53.199" "+00 17 43.20" Galaxy "" "" 0.0214800 ""
"NGC  3230" "" "NGC  3230|ECO 8478|LCSB L410|LEDA   30463|2MASX J10234394+1234043|MCG+02-27-007|SDSS J102343.95+123403.9|UGC  5624|UZC J102344.0+123404|Z  65-20|Z 1021.1+1249" "NGC 3230" "" "" "10 23 43.942" "+12 34 04.38" "Low Surface Brightness Galaxy" "" "" 0.0094000 ""
"NGC  3231" "" "NGC  3231" "NGC 3231" "" "" "10 26 57.8" "+66 48 55" "Cluster of Stars" "" "" "" ""
"NGC  3232" "" "NGC  3232|ECO 8545|LCSB L412|LEDA   30508|2MASXI J1024241+280133|MCG+05-25-004|UZC J102424.2+280134|Z 154-8|Z 1021.5+2817" "NGC 3232" "" "" "10 24 24.4" "+28 01 33" "Interacting Galaxies" "" "" 0.0209140 ""
"NGC  3233" "" "NGC  3233|AM 1019-220|6dFGS gJ102157.5-221604|ESO 568-1|ESO-LV 568-0010|FLASH J102157.39-221603.4|IRAS 10195-2200|LEDA   30336|2MASX J10215747-2216038|MCG-04-25-004|NVSS J102157-221604|PSCz Q10195-2200|SGC 101935-2200.9|[CHM2007] HDC  576 J102157.47-2216038|[CHM2007] LDC  729 J102157.47-2216038" "NGC 3233" "" "" "10 21 57.477" "-22 16 03.80" "Emission-line galaxy" "" "" 0.0121480 ""
"NGC  3235" "" "NGC  3235|ECO 8610|LEDA   30553|2MASX J10245932+2801259|MCG+05-25-007|NGC  3234|UGC  5635|UZC J102459.3+280126|Z 154-10|Z 1022.1+2817" "NGC 3235" "" "" "10 24 59.322" "+28 01 25.91" "Galaxy in Group of Galaxies" "" "" 0.0213780 ""
"NGC  3236" "" "NGC  3236|LEDA   30711|2MASX J10264855+6116226|MCG+10-15-081|NPM1G +61.0079|SDSS J102648.51+611622.6|UZC J102648.5+611623|Z 290-40|Z 1023.4+6132" "NGC 3236" "" "" "10 26 48.556" "+61 16 22.66" Galaxy "" "" 0.0310600 ""
"NGC  3237" "" "NGC  3237|ECO 8666|IRAS F10227+3954|LEDA   30610|2MASXI J1025433+393846|MCG+07-22-003|SDSS J102543.29+393846.9|UGC  5640|UZC J102543.4+393847|Z 212-7|Z 1022.8+3955" "NGC 3237" "" "" "10 25 43.295" "+39 38 46.93" Galaxy "" "" 0.0234300 ""
"NGC  3238" "" "NGC  3238|LEDA   30686|2MASX J10264304+5713353|MCG+10-15-080|SDSS J102642.97+571335.0|SDSS J102642.98+571334.8|UGC  5649|UZC J102643.0+571335|Z 290-41|Z 1023.5+5729" "NGC 3238" "" "" "10 26 43.044" "+57 13 35.38" Galaxy "" "" 0.0244300 ""
"NGC  3239" "" "NGC  3239|APG 263|IRAS 10224+1724|IRAS F10223+1724|KPG 236|KPG 236a|LCSB L414|LEDA   30560|2MASXI J1025056+170937|MCG+03-27-025|PSCz Q10224+1724|TC 528|UGC  5637|UZC J102505.8+170939|VV   95|Z  94-38|Z 1022.4+1725|[M98c] 102223.3+172450|[MI94] Im  71" "NGC 3239" "" "" "10 25 06.24" "+17 09 37.8" "Interacting Galaxies" "" "" 0.0025120 ""
"NGC  3240" "" "NGC  3240|6dFGS gJ102430.6-214728|ESO 568-3|ESO-LV 568-0030|FLASH J102430.65-214727.4|HIPASS J1024-21|IRAS 10221-2132|IRAS F10221-2132|LEDA   30515|2MASX J10243063-2147275|MCG-04-25-007|NVSS J102431-214731|PSCz Q10221-2132|SGC 102208-2132.2|[CHM2007] HDC  576 J102430.63-2147275|[CHM2007] LDC  729 J102430.63-2147275" "NGC 3240" "" "" "10 24 30.634" "-21 47 27.58" "Emission-line galaxy" "" "" 0.0118770 ""
"NGC  3241" "" "NGC  3241|6dFGS gJ102417.0-322858|ESO 436-16|ESO-LV 436-0160|IRAS 10220-3213|IRAS F10220-3213|LEDA   30498|2MASX J10241695-3228574|MCG-05-25-002|NVSS J102416-322910|PSCz Q10220-3213|SGC 102201-3213.7|[CHM2007] LDC  729 J102416.95-3228574" "NGC 3241" "" "" "10 24 16.956" "-32 28 57.42" "Emission-line galaxy" "" "" 0.0094700 ""
"NGC  3242" "NAME Ghost of Jupiter" "NGC  3242|AT20G J102446-183836|BD-17  3140|ESO 568-5|GC 14298|GCRV  6542|GSC2 S123031352|HD  90255|IRAS F10223-1823|IRAS 10223-1823|JCMTSE J102446.4-183838|JCMTSF J102446.4-183838|2MASS J10244612-1838321|NAME Ghost of Jupiter|NAME Jupiter's Ghost Nebula|NSV  4848|NVSS J102446-183832|OHIO L -137.5|PK 261+32  1|PKS 1022-183|PKS J1024-1838|PLX 2442.00|PLX 2442|PMN J1024-1838|PN VV'   98|PN ARO    4|PN VV   57|PN G261.0+32.0|PPM 222919|PSCz P10223-1823|SAO 155965|SCM  55|SKY# 20000|TD1 14821|TYC 6065-671-1|WEB  9326|WISH B1022.3-1823|2XMM J102446.0-183832|[DML87] 264|AAVSO 1020-18" "NGC 3242" "" "HD 90255" "10 24 46.107" "-18 38 32.64" "Planetary Nebula" "" 33.500 0.0000160 12.149999618530273
"NGC  3243" "" "NGC  3243|2dFGRS TGN222Z260|6dFGS gJ102621.5-023720|GSC 04908-00121|LEDA   30655|2MASX J10262146-0237197|MCG+00-27-012|SDSS J102621.47-023719.8|UGC  5652|UZC J102621.5-023720|Z   9-33|Z 1023.8-0222|[CHM2007] HDC  580 J102621.46-0237197|[CHM2007] LDC  727 J102621.46-0237197|[KG2002] J102621.51-023720.2|[NLB95] f782g030" "NGC 3243" "" "" "10 26 21.460" "-02 37 19.78" "Galaxy in Group of Galaxies" "" "" 0.0186630 ""
"NGC  3244" "" "NGC  3244|AGC  27113|6dFGS gJ102528.8-394939|ESO 317-24|ESO-LV 317-0240|HIPASS J1025-39|IRAS 10232-3934|IRAS F10232-3934|LEDA   30594|2MASX J10252885-3949392|MCG-07-22-005|NVSS J102528-394952|PSCz Q10232-3934|SGC 102318-3934.4|[CHM2007] HDC  579 J102528.85-3949392|[CHM2007] LDC  725 J102528.85-3949392" "NGC 3244" "" "" "10 25 28.850" "-39 49 39.23" "Emission-line galaxy" "" "" 0.0092420 12.279999732971191
"NGC  3245" "" "NGC  3245|FIRST J102718.3+283026|IRAS 10245+2845|IRAS F10244+2845|LEDA   30744|2MASX J10271836+2830267|MCG+05-25-013|NVSS J102718+283027|PSCz Q10245+2845|SDSS J102718.40+283026.6|UGC  5663|UZC J102718.4+283027|Z 154-17|Z 1024.5+2846|[BEC2010] HRS   7|[CHM2007] HDC  585 J102718.36+2830267|[CHM2007] LDC  734 J102718.36+2830267|[M98c] 102429.9+284548" "NGC 3245" "" "" "10 27 18.366" "+28 30 26.77" "LINER-type Active Galaxy Nucleus" "" "" 0.0044530 ""
"NGC  3246" "" "NGC  3246|HIPASS J1026+03|IRAS F10240+0407|IRAS 10240+0407|LEDA   30684|2MASX J10264176+0351435|MCG+01-27-009|SDSS J102641.80+035142.9|UGC  5661|UZC J102641.8+035143|WVFSCC J102635+035454|Z  37-37|Z 1024.1+0407|[M98c] 102405.9+040656|[MI94] Sm  49" "NGC 3246" "" "" "10 26 41.766" "+03 51 43.59" Galaxy "" "" 0.0071400 ""
"NGC  3247" "" "NGC  3247|BRAN 300B|C 1024-576|OCl  809.0" "NGC 3247" "" "" "10 24 17.3" "-57 45 36" "Cluster of Stars" "" "" "" 7.599999904632568
"NGC  3248" "" "NGC  3248|LEDA   30776|2MASX J10274542+2250498|MCG+04-25-020|SDSS J102745.44+225049.8|UGC  5669|UZC J102745.4+225049|Z 1025.0+2306|Z 124-24|[CHM2007] LDC  724 J102745.42+2250498" "NGC 3248" "" "" "10 27 45.425" "+22 50 49.81" "Galaxy in Group of Galaxies" "" "" 0.0048630 ""
"NGC  3249" "" "NGC  3249|AGC  27127|6dFGS gJ102622.2-345749|ESO 375-24|ESO-LV 375-0240|IRAS 10240-3442|KAT7HI J102625-345758|LEDA   30657|2MASX J10262222-3457493|MCG-06-23-028|NVSS J102622-345746|PSCz Q10240-3442|SGC 102407-3442.5|WISEA J102622.21-345748.8|[CHM2007] HDC  587 J102622.22-3457493|[CHM2007] LDC  729 J102622.22-3457493|[FS90] Antlia  28" "NGC 3249" "" "" "10 26 22.225" "-34 57 49.39" "Emission-line galaxy" "" "" 0.0114130 ""
"NGC  3250" "" "NGC  3250|6dFGS gJ102632.3-395638|ESO 317-26|ESO-LV 317-0260|LEDA   30671|2MASX J10263227-3956380|MCG-07-22-007|NVSS J102630-395630|SGC 102421-3941.3|[CHM2007] HDC  579 J102632.27-3956380|[CHM2007] LDC  725 J102632.27-3956380|[FWB89] Galaxy 193" "NGC 3250" "" "" "10 26 32.278" "-39 56 38.07" "Galaxy in Group of Galaxies" "" "" 0.0093970 11.029999732971191
"NGC  3251" "" "NGC  3251|ADBS J102922+2605|ECO 8865|IC 2579|IRAS 10264+2621|LEDA   30892|2MASX J10291680+2605567|MCG+04-25-023|2MFGC 8132|NVSS J102916+260555|SDSS J102916.83+260557.2|UGC  5684|UZC J102916.8+260558|Z 124-29|Z 1026.5+2621|[RS2000] 137" "NGC 3251" "" "" "10 29 16.809" "+26 05 56.75" "Emission-line galaxy" "" "" 0.0169600 ""
"NGC  3252" "" "NGC  3252|HIJASS J1034+73|INTREF   421|IRAS F10303+7401|IRAS 10303+7401|LEDA   31278|2MASX J10342310+7345539|MCG+12-10-049|2MFGC 8205|PSCz P10303+7401|RX J103423+73453|UGC  5732|UZC J103422.6+734551|Z 333-39|Z 1030.4+7401|[CHM2007] LDC  751 J103423.10+7345539|[ZEH2003] RX J1034.3+7345  1" "NGC 3252" "" "" "10 34 23.104" "+73 45 53.92" "Galaxy in Group of Galaxies" "" "" 0.0038000 ""
"NGC  3253" "" "NGC  3253|IRAS 10257+1257|LEDA   30829|2MASX J10282730+1242144|MCG+02-27-021|SDSS J102827.31+124214.5|UGC  5674|UZC J102827.4+124215|Z  65-43|Z 1025.8+1257|[CGH87] 1025+1257|[CHM2007] HDC  578 J102827.30+1242144|[CHM2007] LDC  726 J102827.30+1242144" "NGC 3253" "" "" "10 28 27.305" "+12 42 14.43" "Galaxy in Group of Galaxies" "" "" 0.0323820 ""
"NGC  3254" "" "NGC  3254|GSC 01976-00453|IRAS F10265+2944|IRAS 10265+2944|LEDA   30895|2MASX J10291992+2929291|MCG+05-25-018|SDSS J102919.94+292930.5|UGC  5685|UZC J102919.9+292931|Z 154-20|Z 1026.5+2945|[BEC2010] HRS   8|[BGF2001] cs  455|[CHM2007] HDC  585 J102919.92+2929291|[CHM2007] LDC  734 J102919.92+2929291|[VV2003c] J102919.9+292930|[VV2006c] J102919.9+292930|[VV2010c] J102919.9+292930|[WTK2001] J102920.18+292932.3" "NGC 3254" "" "" "10 29 19.922" "+29 29 29.18" "Seyfert 2 Galaxy" "" "" 0.0045560 11.600000381469727
"NGC  3255" "" "NGC  3255|C 1024-604|Cl VDBH   96|OCl  817|[KPS2012] MWSC 1804" "NGC 3255" "" "" "10 26 40" "-60 40.9" "Open (galactic) Cluster" "" "" "" 11.0
"NGC  3256" "" "NGC  3256|AM 1025-433|6dFGS gJ102751.3-435414|ESO-LV 263-0380|ESO 263-38|HIPASS J1027-43|IRAS F10257-4339|IRAS 10257-4338|LEDA   30785|2MASX J10275128-4354135|MCG-07-22-010|MRC 1025-436|PKS J1027-4354|PKS 1025-436|PMN J1027-4354|PSCz Q10257-4338|RX J1027.8-4354|RX J102751-43549|1RXS J102753.4-435427|Ser  77-5|SGC 102543-4339.0|SUMSS J102751-435416|VV   65|WPVS  59|2XMM J102751.2-435413|[CHM2007] HDC  584 J102751.28-4354135|[CHM2007] LDC  725 J102751.28-4354135|[LWZ2002] 7(N)|[VDD93] 113" "NGC 3256" "" "" "10 27 51.284" "-43 54 13.55" "Interacting Galaxies" "" "" 0.0093640 11.329999923706055
"NGC  3257" "" "NGC  3257|6dFGS gJ102847.1-353929|ESO 375-36|ESO-LV 375-0360|LEDA   30849|2MASX J10284710-3539289|MCG-06-23-031|SGC 102632-3524.1|[CHM2007] HDC  587 J102847.10-3539289|[CHM2007] LDC  729 J102847.10-3539289|[FS90] Antlia 105|[FWB89] Galaxy 194" "NGC 3257" "" "" "10 28 47.102" "-35 39 28.94" "Galaxy in Group of Galaxies" "" "" 0.0107320 12.539999961853027
"NGC  3258" "" "NGC  3258|6dFGS gJ102853.6-353620|1E 1026.7-3521|ESO 375-37|ESO-LV 375-0370|LEDA   30859|2MASX J10285358-3536199|MCG-06-23-032|NVSS J102853-353620|SGC 102639-3521.0|[CAC2009] S0636 c|[CHM2007] HDC  587 J102853.58-3536199|[CHM2007] LDC  729 J102853.58-3536199|[FS90] Antlia 111|[FWB89] Galaxy 195" "NGC 3258" "" "" "10 28 53.588" "-35 36 19.98" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0093570 11.720000267028809
"NGC  3259" "" "NGC  3259|HIJASS J1032+65|IRAS 10291+6517|IRAS F10290+6517|LEDA   31145|2MASX J10323481+6502277|MCG+11-13-027|PSCz Q10291+6517|RX J103234+65024|SDSS J103234.85+650227.9|SDSS J103234.86+650227.9|UGC  5717|UZC J103234.8+650228|2XMMi J103234.6+650228|Z 1029.0+6519|Z 313-21|[FK2002] 117a|[PVK2003] 158.14522 +65.04109|[VV2006c] J103234.9+650227|[VV2010c] J103234.9+650227" "NGC 3259" "" "" "10 32 34.816" "+65 02 27.79" "Seyfert 1 Galaxy" "" "" 0.0056000 16.889999389648438
"NGC  3260" "" "NGC  3260|ESO 375-40|ESO-LV 375-0400|LEDA   30875|2MASX J10290637-3535429|MCG-06-23-033|SGC 102651-3520.3|[CHM2007] HDC  587 J102906.37-3535429|[CHM2007] LDC  729 J102906.37-3535429|[FS90] Antlia 125|[FWB89] Galaxy 196" "NGC 3260" "" "" "10 29 06.379" "-35 35 42.96" "Galaxy in Group of Galaxies" "" "" 0.0081690 14.390000343322754
"NGC  3261" "" "NGC  3261|AM 1026-442|6dFGS gJ102901.5-443925|ESO 263-40|ESO-LV 263-0400|HIPASS J1029-44a|IRAS 10268-4423|IRAS F10268-4423|IRAS 10269-4424|LEDA   30868|2MASX J10290147-4439244|MCG-07-22-015|PSCz Q10268-4423|Ser  77-7|SGC 102654-4424.0|VDBG  15|WPVS  61|[CHM2007] HDC  584 J102901.47-4439244|[CHM2007] LDC  725 J102901.47-4439244" "NGC 3261" "" "" "10 29 01.480" "-44 39 24.48" "Galaxy in Group of Galaxies" "" "" 0.0085750 11.020000457763672
"NGC  3262" "" "NGC  3262|6dFGS gJ102906.2-440935|ESO 263-42|ESO-LV 263-0420|LEDA   30876|2MASX J10290624-4409344|MCG-07-22-017|SGC 102658-4354.3|[CHM2007] HDC  584 J102906.24-4409344|[CHM2007] LDC  725 J102906.24-4409344" "NGC 3262" "" "" "10 29 06.240" "-44 09 34.49" "Galaxy in Group of Galaxies" "" "" 0.0095990 13.760000228881836
"NGC  3263" "" "NGC  3263|AM 1027-435|6dFGS gJ102913.4-440723|ESO-LV 263-0430|ESO 263-43|HIPASS J1029-44b|IRAS 10270-4351|IRAS F10270-4351|LEDA   30887|2MASX J10291339-4407225|MCG-07-22-018|PSCz Q10270-4351|SGC 102705-4350.9|WPVS  63|[CHM2007] HDC  584 J102913.39-4407225|[CHM2007] LDC  725 J102913.39-4407225" "NGC 3263" "" "" "10 29 13.396" "-44 07 22.52" "Interacting Galaxies" "" "" 0.0101550 ""
"NGC  3264" "" "NGC  3264|IRAS F10291+5620|IRAS 10291+5620|LEDA   31125|MCG+09-17-069|NFGS  57|SDSS J103219.52+560506.6|TC 722|UGC  5719|UZC J103219.7+560507|Z 266-54|Z 1029.2+5619" "NGC 3264" "" "" "10 32 19.520" "+56 05 06.60" Galaxy "" "" 0.0031250 ""
"NGC  3265" "" "NGC  3265|CASG   61|IRAS 10282+2903|IRAS F10283+2903|LEDA   31029|2MASX J10310676+2847470|MCG+05-25-019|PSCz Q10282+2903|SDSS J103106.76+284747.9|UGC  5705|UZC J103106.8+284748|Was  12|Z 154-23|Z 1028.2+2904|[BGF2001] cs  461|[CHM2007] HDC  585 J103106.76+2847470|[CHM2007] LDC  734 J103106.76+2847470|[DML87] 266|[M98c] 102819.1+290313|[WTK2001] J103106.78+284748.3" "NGC 3265" "" "" "10 31 06.768" "+28 47 47.04" "Galaxy in Group of Galaxies" "" "" 0.0048030 13.539999961853027
"NGC  3266" "" "NGC  3266|LEDA   31198|2MASX J10331762+6444578|MCG+11-13-030|SDSS J103317.60+644457.6|SDSS J103317.60+644457.9|UGC  5725|UZC J103317.6+644458|Z 313-22|Z 1029.7+6501" "NGC 3266" "" "" "10 33 17.622" "+64 44 57.89" "Galaxy in Group of Galaxies" "" "" 0.0054470 ""
"NGC  3267" "" "NGC  3267|ESO 375-42|ESO-LV 375-0420|LEDA   30934|2MASX J10294856-3519207|MCG-06-23-036|SGC 102733-3504.0|[CHM2007] HDC  587 J102948.56-3519207|[CHM2007] LDC  729 J102948.56-3519207|[FS90] Antlia 168" "NGC 3267" "" "" "10 29 48.563" "-35 19 20.75" "Galaxy in Group of Galaxies" "" "" 0.0124490 13.350000381469727
"NGC  3268" "" "NGC  3268|6dFGS gJ103000.7-351932|ESO 375-45|ESO-LV 375-0450|LEDA   30949|2MASX J10300065-3519318|MCG-06-23-041|NVSS J103000-351932|SGC 102745-3504.1|[CAC2009] S0636 d|[CHM2007] HDC  587 J103000.65-3519318|[CHM2007] LDC  729 J103000.65-3519318|[FS90] Antlia 185|[FWB89] Galaxy 197" "NGC 3268" "" "" "10 30 00.655" "-35 19 31.83" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0093840 11.770000457763672
"NGC  3269" "" "NGC  3269|6dFGS gJ102957.1-351328|ESO 375-44|ESO-LV 375-0440|LEDA   30945|2MASX J10295707-3513277|MCG-06-23-040|SGC 102742-3458.0|[CHM2007] HDC  587 J102957.07-3513277|[CHM2007] LDC  729 J102957.07-3513277|[FS90] Antlia 184" "NGC 3269" "" "" "10 29 57.070" "-35 13 27.80" "Galaxy in Group of Galaxies" "" "" 0.0126010 13.510000228881836
